ID,Fwy,Direction,District,CA PM,Abs PM,Lanes,Type,Length,Lat,Lng,Road Width,Lane Width,Inner Shoulder Width,Inner Shoulder Treated Width,Outer Shoulder Width,Outer Shoulder Treated Width,Design Speed Limit,Inner Median Width,Terrain,Population,Barrier,Surface
766644,60,EB,7,R29.15,29.291,4,Mainline,0.27,34.023384,-117.752093,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766620,60,EB,7,R29.51,29.651,4,Mainline,0.29,34.023534,-117.745774,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
766585,60,EB,7,R29.73,29.871,4,Mainline,0.43,34.024073,-117.742058,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
766843,60,EB,7,R30.371,30.512,4,Mainline,0.41,34.024861,-117.730929,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
764418,60,WB,7,.45,0.624,4,Mainline,0.8,34.029636,-118.217534,43 ft,10.8 ft,6 ft,6 ft,8 ft,8 ft,70 mph,99 ft,Flat,Urbanized,Concrete Barrier,Concrete
716206,60,WB,7,R.8,0.974,3,Mainline,0.54,34.029065,-118.211497,33 ft,11.0 ft,8 ft,8 ft,4 ft,4 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717263,60,WB,7,R1.53,1.704,5,Mainline,0.63,34.029648,-118.199219,55 ft,11.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,12 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717266,60,WB,7,R2.05,2.224,5,Mainline,0.5,34.031713,-118.190515,55 ft,11.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,12 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717269,60,WB,7,R2.52,2.694,5,Mainline,0.47,34.032661,-118.182471,55 ft,11.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,12 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717270,60,WB,7,R2.99,3.164,4,Mainline,0.44,34.034977,-118.174866,66 ft,11.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,12 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773257,60,WB,7,R3.4,3.574,4,Mainline,0.41,34.036073,-118.167849,48 ft,12.0 ft,11 ft,11 ft,8 ft,8 ft,70 mph,24 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773273,60,WB,7,R3.8,3.974,6,Mainline,0.48,34.03666,-118.160938,55 ft,11.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,15 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717274,60,WB,7,R4.35,4.524,6,Mainline,0.37,34.035886,-118.151414,67 ft,11.2 ft,4 ft,4 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717277,60,WB,7,R4.53,4.704,5,Mainline,0.3,34.034655,-118.148653,67 ft,11.2 ft,4 ft,4 ft,0 ft,0 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717281,60,WB,7,R4.94,5.114,5,Mainline,0.45,34.033066,-118.141975,55 ft,11.0 ft,3 ft,3 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773221,60,WB,7,R5.42,5.594,4,Mainline,0.93,34.033226,-118.133609,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier,Concrete
773233,60,WB,7,R6.8,6.974,4,Mainline,0.94,34.033985,-118.109672,55 ft,11.0 ft,3 ft,3 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773305,60,WB,7,R7.3,7.474,4,Mainline,0.4,34.035797,-118.101226,55 ft,11.0 ft,3 ft,3 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717282,60,WB,7,R7.6,7.774,5,Mainline,0.15,34.03582,-118.095997,55 ft,11.0 ft,3 ft,3 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773294,60,WB,7,R7.6,7.774,5,Mainline,0.11,34.03582,-118.095997,55 ft,11.0 ft,3 ft,3 ft,8 ft,8 ft,70 mph,8 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717288,60,WB,7,R7.81,7.984,5,Mainline,0.3,34.036302,-118.092399,55 ft,11.0 ft,3 ft,3 ft,8 ft,8 ft,70 mph,15 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773246,60,WB,7,R8.2,8.374,5,Mainline,0.2,34.03791,-118.085867,60 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,Concrete
773343,60,WB,7,R8.2,8.374,5,Mainline,0.17,34.03791,-118.085867,60 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,Concrete
717294,60,WB,7,R8.58,8.721,5,Mainline,0.38,34.039747,-118.080226,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,Concrete
773316,60,WB,7,9,9.141,5,Mainline,0.41,34.041206,-118.073157,55 ft,11.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,15 ft,Flat,Urbanized,Concrete Barrier,Concrete
717298,60,WB,7,9.39,9.531,5,Mainline,0.27,34.041418,-118.066377,55 ft,11.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,15 ft,Flat,Urbanized,Concrete Barrier,Concrete
717300,60,WB,7,9.54,9.681,5,Mainline,0.36,34.041414,-118.06376,55 ft,11.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,15 ft,Flat,Urbanized,Concrete Barrier,Concrete
717306,60,WB,7,10.1,10.241,5,Mainline,0.38,34.040308,-118.054105,60 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
718455,60,WB,7,10.3,10.441,5,Mainline,0.25,34.039693,-118.05069,60 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773329,60,WB,7,10.6,10.741,5,Mainline,0.35,34.038816,-118.045552,60 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717315,60,WB,7,11,11.141,5,Mainline,0.49,34.037619,-118.038699,60 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717316,60,WB,7,11.57,11.711,4,Mainline,0.55,34.035073,-118.029281,60 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
716238,60,WB,7,12.1,12.241,5,Mainline,0.57,34.03138,-118.02126,60 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
769454,60,WB,7,12.708,12.849,5,Mainline,0.39,34.029244,-118.011272,72 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717320,60,WB,7,12.87,13.011,5,Mainline,0.25,34.029247,-118.008439,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773407,60,WB,7,13.2,13.341,6,Mainline,0.62,34.028877,-118.0027,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,15 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773458,60,WB,7,14.1,14.241,4,Mainline,0.65,34.021646,-117.990029,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,15 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,Concrete
767723,60,WB,7,14.5,14.641,4,Mainline,0.44,34.017093,-117.985713,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,15 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,Concrete
716241,60,WB,7,14.98,15.121,4,Mainline,0.45,34.012079,-117.980022,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,15 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,Concrete
773422,60,WB,7,15.4,15.541,4,Mainline,0.4,34.009709,-117.973312,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717324,60,WB,7,15.78,15.921,4,Mainline,0.58,34.00782,-117.967088,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
718124,60,WB,7,16.56,16.701,4,Mainline,0.61,34.003931,-117.95432,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773474,60,WB,7,17,17.141,4,Mainline,0.42,34.001722,-117.947119,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773490,60,WB,7,17.4,17.541,4,Mainline,0.39,33.999699,-117.94058,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717330,60,WB,7,17.77,17.911,4,Mainline,0.3,33.997875,-117.934513,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717337,60,WB,7,18,18.141,4,Mainline,0.29,33.997,-117.930655,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
716253,60,WB,7,18.35,18.491,4,Mainline,0.25,33.996291,-117.924633,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773522,60,WB,7,18.5,18.641,4,Mainline,0.48,33.995952,-117.922059,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717339,60,WB,7,19.31,19.451,4,Mainline,0.51,33.994319,-117.908132,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717342,60,WB,7,19.52,19.661,4,Mainline,0.52,33.994314,-117.904483,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
718125,60,WB,7,20.34,20.481,4,Mainline,0.48,33.994299,-117.890213,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717350,60,WB,7,20.47,20.611,4,Mainline,0.33,33.994278,-117.887951,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773537,60,WB,7,21,21.141,4,Mainline,0.42,33.99513,-117.87881,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717355,60,WB,7,R21.31,21.451,4,Mainline,0.65,33.995905,-117.873496,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
718126,60,WB,7,R22.3,22.441,4,Mainline,0.6,33.99864,-117.856574,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
773437,60,WB,7,R22.5,22.641,4,Mainline,0.24,33.999193,-117.853162,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
774125,60,WB,7,R22.78,22.921,4,Mainline,0.15,33.999966,-117.848396,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
717361,60,WB,7,R22.79,22.931,4,Mainline,0.26,33.999995,-117.848226,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,Concrete
774165,60,WB,7,R23.3,23.441,4,Mainline,0.46,34.001459,-117.839573,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,14 ft,Rolling,Urbanized,Concrete Barrier,Concrete
774181,60,WB,7,R23.7,23.841,4,Mainline,0.45,34.00266,-117.832837,56 ft,11.2 ft,5 ft,5 ft,8 ft,8 ft,70 mph,6 ft,Rolling,Urbanized,Concrete Barrier,Concrete
774946,60,WB,7,R24.2,24.341,6,Mainline,0.45,34.007487,-117.826362,78 ft,11.1 ft,2 ft,2 ft,8 ft,8 ft,70 mph,6 ft,Rolling,Urbanized,Concrete Barrier,Concrete
774958,60,WB,7,R24.6,24.741,6,Mainline,0.4,34.011894,-117.821807,78 ft,11.1 ft,2 ft,2 ft,8 ft,8 ft,70 mph,6 ft,Rolling,Urbanized,Concrete Barrier,Concrete
774926,60,WB,7,R25,25.141,6,Mainline,0.56,34.016653,-117.81781,78 ft,11.1 ft,2 ft,2 ft,8 ft,8 ft,70 mph,6 ft,Rolling,Urbanized,Concrete Barrier,Concrete
766788,60,WB,7,R25.71,25.851,4,Mainline,1.43,34.024472,-117.809793,56 ft,11.2 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
765456,60,WB,7,R27.866,28.007,4,Mainline,1.15,34.024942,-117.773813,56 ft,11.2 ft,2 ft,2 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
774491,60,WB,7,R28,28.141,4,Mainline,0.34,34.024242,-117.771627,56 ft,11.2 ft,2 ft,2 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766571,60,WB,7,R28.54,28.681,4,Mainline,0.49,34.024575,-117.762375,74 ft,12.3 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766602,60,WB,7,R28.97,29.111,4,Mainline,0.31,34.024322,-117.755055,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766642,60,WB,7,R29.15,29.291,4,Mainline,0.27,34.02362,-117.75203,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766622,60,WB,7,R29.51,29.651,4,Mainline,0.29,34.023776,-117.745822,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
766587,60,WB,7,R29.73,29.871,4,Mainline,0.34,34.024354,-117.742097,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
765461,60,WB,7,R30.194,30.335,4,Mainline,0.5,34.025041,-117.73416,62 ft,12.4 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
767166,60,NB,7,R.84,0.476,2,Mainline,1.19,34.066788,-117.802782,24 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,30 ft,Flat,Urbanized,Concrete Barrier,Concrete
775101,60,NB,7,1.7,1.904,2,Mainline,0.91,34.055022,-117.782658,24 ft,12.0 ft,5 ft,2 ft,8 ft,8 ft,60 mph,22 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
769292,60,NB,7,2.1,2.304,2,Mainline,0.52,34.050545,-117.778066,24 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,60 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
769279,60,NB,7,2.73,2.934,3,Mainline,0.69,34.043604,-117.770672,24 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,60 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766673,60,NB,7,3.48,3.684,2,Mainline,1.69,34.035347,-117.761863,24 ft,12.0 ft,0 ft,0 ft,10 ft,10 ft,60 mph,2 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
716271,60,SB,7,R.84,0.501,1,Mainline,1.22,34.06708,-117.804144,12 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,30 ft,Flat,Urbanized,Concrete Barrier,Concrete
775100,60,SB,7,1.7,1.935,2,Mainline,0.92,34.052705,-117.780575,24 ft,12.0 ft,5 ft,2 ft,8 ft,8 ft,60 mph,22 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
769294,60,SB,7,2.1,2.335,2,Mainline,1.1,34.048371,-117.775944,24 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,60 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
766685,60,SB,7,R3.89,4.139,2,Mainline,1.76,34.028771,-117.755133,24 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,80 ft,Rolling,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774244,60,EB,7,.93,0.009,2,Mainline,0.01,33.984496,-118.442338,24 ft,12.0 ft,0 ft,0 ft,8 ft,8 ft,65 mph,10 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774227,60,EB,7,.93,0.009,3,Mainline,0.04,33.984496,-118.442338,24 ft,12.0 ft,0 ft,0 ft,8 ft,8 ft,65 mph,10 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774217,60,EB,7,1,0.079,3,Mainline,0.16,33.984216,-118.441188,24 ft,12.0 ft,4 ft,4 ft,10 ft,10 ft,65 mph,99 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774236,60,EB,7,1.24,0.319,3,Mainline,0.31,33.982842,-118.437453,24 ft,12.0 ft,4 ft,4 ft,10 ft,10 ft,65 mph,99 ft,Flat,Urbanized,Chain Link Fence,"Base & Surface >= 7"" Thick"
774302,60,EB,7,1.61,0.689,4,Mainline,1.07,33.981692,-118.431248,24 ft,12.0 ft,4 ft,4 ft,10 ft,10 ft,65 mph,99 ft,Flat,Urbanized,Chain Link Fence,"Base & Surface >= 7"" Thick"
774279,60,EB,7,2.42,2.466,3,Mainline,1.82,33.988048,-118.402906,36 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,Concrete
774226,60,WB,7,.93,0.009,2,Mainline,0.04,33.984652,-118.442457,24 ft,12.0 ft,0 ft,0 ft,8 ft,8 ft,65 mph,10 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774245,60,WB,7,.93,0.009,2,Mainline,0.01,33.984652,-118.442457,24 ft,12.0 ft,0 ft,0 ft,8 ft,8 ft,65 mph,10 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774216,60,WB,7,1,0.079,3,Mainline,0.16,33.984448,-118.441266,24 ft,12.0 ft,4 ft,4 ft,8 ft,8 ft,65 mph,99 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
774235,60,WB,7,1.24,0.319,3,Mainline,0.31,33.983698,-118.4372,24 ft,12.0 ft,4 ft,4 ft,8 ft,8 ft,65 mph,99 ft,Flat,Urbanized,Chain Link Fence,"Base & Surface >= 7"" Thick"
774301,60,WB,7,1.61,0.689,3,Mainline,1.07,33.982569,-118.43092,24 ft,12.0 ft,4 ft,4 ft,8 ft,8 ft,65 mph,99 ft,Flat,Urbanized,Chain Link Fence,"Base & Surface >= 7"" Thick"
774278,60,WB,7,2.42,2.466,3,Mainline,1.82,33.988276,-118.40316,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,Concrete
716272,71,EB,7,6.12,0.108,3,Mainline,0.33,33.872586,-118.289005,48 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,65 mph,40 ft,Flat,Urbanized,No Barriers,"Base & Surface >= 7"" Thick"
716273,71,EB,7,R6.56,0.558,3,Mainline,0.53,33.872636,-118.2812,72 ft,12.0 ft,14 ft,14 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717367,71,EB,7,R7.16,1.158,5,Mainline,0.5,33.872471,-118.27074,60 ft,12.0 ft,14 ft,14 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717369,71,EB,7,R7.55,1.548,4,Mainline,0.33,33.873324,-118.264042,72 ft,12.0 ft,2 ft,2 ft,11 ft,11 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
718130,71,EB,7,R7.81,1.808,4,Mainline,0.36,33.873486,-118.259531,60 ft,12.0 ft,2 ft,2 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717376,71,EB,7,R8.27,2.268,4,Mainline,0.39,33.873496,-118.251545,60 ft,12.0 ft,2 ft,2 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717373,71,EB,7,R8.58,2.578,4,Mainline,0.42,33.873339,-118.246168,60 ft,12.0 ft,2 ft,2 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717379,71,EB,7,R9.11,3.108,4,Mainline,0.55,33.87359,-118.236964,59 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Bridge barrier Railing,Concrete
717381,71,EB,7,R9.67,3.668,4,Mainline,0.51,33.873878,-118.227243,71 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717383,90,EB,7,R10.13,4.128,4,Mainline,0.41,33.873494,-118.219285,59 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,19 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717387,90,EB,7,R10.48,4.478,4,Mainline,0.45,33.873361,-118.213213,71 ft,11.8 ft,3 ft,3 ft,11 ft,11 ft,70 mph,19 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
717390,90,EB,7,R11.03,5.028,5,Mainline,0.46,33.872655,-118.203751,71 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
773381,90,EB,7,R11.4,5.398,5,Mainline,0.38,33.873543,-118.197523,83 ft,11.9 ft,3 ft,3 ft,11 ft,11 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
717393,90,EB,7,R11.78,5.778,3,Mainline,0.4,33.876009,-118.191574,47 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
717396,90,EB,7,R12.2,6.198,5,Mainline,0.4,33.876737,-118.184403,71 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
716296,90,EB,7,R12.57,6.568,5,Mainline,0.53,33.876767,-118.177981,71 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
717402,90,EB,7,R13.26,7.258,4,Mainline,0.56,33.875898,-118.166089,57 ft,11.4 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
717406,90,EB,7,R13.69,7.688,4,Mainline,0.48,33.876265,-118.158652,59 ft,11.8 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
765467,90,EB,7,R14.21,8.208,5,Mainline,0.45,33.876929,-118.149691,71 ft,11.8 ft,3 ft,3 ft,8 ft,8 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
718326,90,EB,7,R14.59,8.588,4,Mainline,0.3,33.876989,-118.143077,58 ft,11.6 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Concrete
717418,90,EB,7,R14.8,8.798,4,Mainline,0.32,33.877024,-118.139428,58 ft,11.6 ft,3 ft,3 ft,10 ft,10 ft,70 mph,7 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
717420,91,EB,7,R15.22,9.218,5,Mainline,0.37,33.8765,-118.132216,68 ft,11.3 ft,2 ft,2 ft,2 ft,2 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Concrete
768898,91,EB,7,R15.54,9.538,5,Mainline,0.27,33.876002,-118.126736,68 ft,11.3 ft,2 ft,2 ft,2 ft,2 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
717426,91,EB,7,R15.76,9.758,5,Mainline,0.34,33.87605,-118.122915,68 ft,11.3 ft,2 ft,2 ft,2 ft,2 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
716312,91,EB,7,R16.22,10.218,6,Mainline,0.52,33.876464,-118.114961,80 ft,11.4 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Concrete
716313,91,EB,7,R16.8,10.798,3,Mainline,0.58,33.876234,-118.104961,45 ft,11.3 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Concrete
766209,91,EB,7,R17.37,11.368,5,Mainline,0.58,33.876279,-118.095037,67 ft,11.2 ft,2 ft,2 ft,9 ft,9 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Concrete
717431,91,EB,7,R17.96,11.958,4,Mainline,0.42,33.876317,-118.084773,57 ft,11.4 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Concrete
717434,91,EB,7,R18.21,12.208,4,Mainline,0.29,33.876324,-118.080425,57 ft,11.4 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
717436,91,EB,7,R18.54,12.538,4,Mainline,0.28,33.876358,-118.074686,56 ft,11.2 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Concrete
717439,91,EB,7,R18.77,12.768,4,Mainline,0.29,33.876366,-118.070702,56 ft,11.2 ft,2 ft,2 ft,10 ft,10 ft,70 mph,6 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
