ID,Fwy,Direction,District,CA PM,Abs PM,Lanes,Type,Length,Lat,Lng,Road Width,Lane Width,Inner Shoulder Width,Inner Shoulder Treated Width,Outer Shoulder Width,Outer Shoulder Treated Width,Design Speed Limit,Inner Median Width,Terrain,Population,Barrier,Surface
319630,50,EB,3,R5.48,11.114,1,HOV,2.65,38.55894,-121.376691,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318890,50,EB,3,R5.77,11.404,1,HOV,0.39,38.55945,-121.371371,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318888,50,EB,3,R6.262,11.896,1,HOV,0.65,38.560406,-121.362358,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318882,50,EB,3,R7.064,12.698,1,HOV,0.7,38.561957,-121.347672,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
319189,50,EB,3,R7.67,13.304,1,HOV,0.4,38.565229,-121.337466,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318900,50,EB,3,R7.854,13.488,1,HOV,0.3,38.566642,-121.334583,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318879,50,EB,3,R8.27,13.904,1,HOV,0.42,38.569846,-121.328043,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318896,50,EB,3,R8.69,14.324,1,HOV,0.6,38.572887,-121.321301,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318907,50,EB,3,R9.465,15.099,1,HOV,0.45,38.578113,-121.308579,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318972,50,EB,3,R9.59,15.224,1,HOV,0.35,38.579164,-121.306707,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318872,50,EB,3,R10.17,15.804,1,HOV,0.63,38.58427,-121.29827,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318985,50,EB,3,R10.85,16.484,1,HOV,0.4,38.590266,-121.288385,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
319015,50,EB,3,R10.966,16.6,1,HOV,0.47,38.591295,-121.286687,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318861,50,EB,3,R11.788,17.422,1,HOV,0.74,38.600283,-121.277138,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
315894,50,EB,3,12.4,18.07,1,HOV,0.42,38.60825,-121.271899,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,32 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315895,50,EB,3,12.6,18.27,1,HOV,0.55,38.609583,-121.268647,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,32 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315896,50,EB,3,R13.5,19.17,1,HOV,0.8,38.615211,-121.25363,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,Bridge Deck
315897,50,EB,3,R14.2,19.87,1,HOV,0.76,38.619685,-121.242008,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315898,50,EB,3,R15.021,20.691,1,HOV,0.8,38.624844,-121.228324,48 ft,12.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315899,50,EB,3,R15.805,21.475,1,HOV,0.53,38.631181,-121.216272,48 ft,12.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
316280,50,EB,3,16.084,21.754,1,HOV,0.55,38.633436,-121.21189,48 ft,12.0 ft,4 ft,4 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
318550,50,EB,3,16.901,22.571,1,HOV,1.11,38.639556,-121.198795,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
316101,50,EB,3,18.3,23.97,1,HOV,1.21,38.642575,-121.173719,36 ft,12.0 ft,10 ft,10 ft,12 ft,12 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315900,50,EB,3,19.32,24.99,1,HOV,0.6,38.641845,-121.155264,36 ft,12.0 ft,10 ft,10 ft,12 ft,12 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315901,50,EB,3,19.5,25.17,1,HOV,0.44,38.641705,-121.151909,36 ft,12.0 ft,10 ft,10 ft,12 ft,12 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316977,50,EB,3,20.2,25.87,1,HOV,0.6,38.642046,-121.138849,36 ft,12.0 ft,10 ft,10 ft,12 ft,12 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315902,50,EB,3,20.7,26.37,1,HOV,0.68,38.642474,-121.129528,36 ft,12.0 ft,10 ft,10 ft,12 ft,12 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315903,50,EB,3,21.56,27.23,1,HOV,0.45,38.643203,-121.113614,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315904,50,EB,3,21.6,27.27,1,HOV,0.47,38.643231,-121.112934,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316983,50,EB,3,22.5,28.17,1,HOV,0.75,38.644013,-121.097661,48 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316987,50,EB,3,23.1,28.77,1,HOV,0.43,38.646938,-121.088181,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316810,50,EB,3,.5,29.306,1,HOV,0.53,38.650443,-121.077689,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,46 ft,Rolling,Urban,Three Beam Barrier,"Base & Surface >= 7"" Thick"
319466,50,EB,3,.753,29.559,1,HOV,0.5,38.652125,-121.072668,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,46 ft,Rolling,Urban,Three Beam Barrier,"Base & Surface >= 7"" Thick"
318726,50,EB,3,1.5,30.306,1,HOV,0.72,38.656453,-121.059644,24 ft,12.0 ft,5 ft,2 ft,8 ft,8 ft,70 mph,70 ft,Rolling,Urban,No Barriers,"Base & Surface >= 7"" Thick"
318730,50,EB,3,R2.2,31.006,1,HOV,1.25,38.657927,-121.047296,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Rural,No Barriers,"Base & Surface >= 7"" Thick"
319165,50,EB,3,4,32.802,1,HOV,1.9,38.655051,-121.016433,24 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,70 ft,Rolling,Urban,Three Beam Barrier,Concrete
319161,50,EB,3,6,34.798,1,HOV,3.5,38.658747,-120.980372,24 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,70 ft,Rolling,Urban,No Barriers,Concrete
318884,50,WB,3,R7.064,12.698,1,HOV,2.72,38.562181,-121.347761,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318744,50,WB,3,R7.5,13.134,1,HOV,0.37,38.564145,-121.340221,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318742,50,WB,3,R7.8,13.434,1,HOV,0.39,38.566451,-121.335551,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318876,50,WB,3,R8.27,13.904,1,HOV,0.45,38.570067,-121.328183,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318894,50,WB,3,R8.69,14.324,1,HOV,0.58,38.573059,-121.321422,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318960,50,WB,3,R9.421,15.055,1,HOV,0.41,38.577941,-121.309423,60 ft,12.0 ft,0 ft,0 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
319004,50,WB,3,R9.5,15.134,1,HOV,0.37,38.578546,-121.308187,60 ft,12.0 ft,0 ft,0 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318869,50,WB,3,R10.17,15.804,1,HOV,0.7,38.584416,-121.298381,48 ft,12.0 ft,0 ft,0 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
319081,50,WB,3,R10.9,16.534,1,HOV,0.42,38.590875,-121.287757,48 ft,12.0 ft,0 ft,0 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
319193,50,WB,3,R11,16.634,1,HOV,0.44,38.591754,-121.286292,48 ft,12.0 ft,0 ft,0 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
318863,50,WB,3,R11.788,17.422,1,HOV,0.77,38.600323,-121.277375,48 ft,12.0 ft,0 ft,0 ft,10 ft,10 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier w/Glare Screen,Concrete
319019,50,WB,3,12.5,18.17,1,HOV,0.87,38.609151,-121.270397,36 ft,12.0 ft,5 ft,2 ft,8 ft,8 ft,70 mph,32 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
317756,50,WB,3,R13.5,19.17,1,HOV,0.85,38.615434,-121.253749,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
317758,50,WB,3,R14.2,19.87,1,HOV,0.76,38.619875,-121.242126,48 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
317754,50,WB,3,15.02,20.69,1,HOV,0.41,38.625027,-121.228482,48 ft,12.0 ft,16 ft,16 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
320273,50,WB,3,15.021,20.691,1,HOV,0.34,38.625034,-121.228465,48 ft,12.0 ft,16 ft,16 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315915,50,WB,3,15.7,21.37,1,HOV,0.39,38.630481,-121.218031,48 ft,12.0 ft,16 ft,16 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315914,50,WB,3,15.8,21.47,1,HOV,0.19,38.631299,-121.216481,48 ft,12.0 ft,16 ft,16 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
316281,50,WB,3,16.084,21.754,1,HOV,0.54,38.633637,-121.212023,48 ft,12.0 ft,16 ft,16 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315913,50,WB,3,16.883,22.553,1,HOV,1.11,38.639704,-121.199161,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Flat,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315912,50,WB,3,R18.3,23.97,1,HOV,1.11,38.642792,-121.173725,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Concrete Barrier,"Base & Surface >= 7"" Thick"
315911,50,WB,3,19.1,24.77,1,HOV,0.51,38.642282,-121.159267,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315910,50,WB,3,19.312,24.982,1,HOV,0.55,38.642108,-121.155404,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316980,50,WB,3,20.2,25.87,1,HOV,0.69,38.642324,-121.138853,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315909,50,WB,3,20.7,26.37,1,HOV,0.55,38.642734,-121.129536,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,22 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315908,50,WB,3,21.3,26.97,1,HOV,0.4,38.643267,-121.11836,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
315907,50,WB,3,21.5,27.17,1,HOV,0.6,38.643424,-121.114684,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316985,50,WB,3,22.5,28.17,1,HOV,0.8,38.644287,-121.097754,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316992,50,WB,3,23.1,28.77,1,HOV,0.43,38.647172,-121.0883,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,46 ft,Rolling,Urbanized,Three Beam Barrier,"Base & Surface >= 7"" Thick"
316812,50,WB,3,.5,29.306,1,HOV,0.53,38.650682,-121.077807,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,46 ft,Rolling,Urban,Three Beam Barrier,"Base & Surface >= 7"" Thick"
319470,50,WB,3,.753,29.559,1,HOV,0.5,38.652368,-121.072782,36 ft,12.0 ft,10 ft,10 ft,8 ft,8 ft,70 mph,46 ft,Rolling,Urban,Three Beam Barrier,"Base & Surface >= 7"" Thick"
318728,50,WB,3,1.5,30.306,1,HOV,0.72,38.656681,-121.05978,24 ft,12.0 ft,5 ft,2 ft,8 ft,8 ft,70 mph,70 ft,Rolling,Urban,No Barriers,"Base & Surface >= 7"" Thick"
318732,50,WB,3,R2.2,31.006,1,HOV,1.25,38.658504,-121.047413, ft, ft, ft, ft, ft, ft,70 mph,46 ft,Rolling,Rural,No Barriers,
319167,50,WB,3,4,32.806,1,HOV,1.9,38.655263,-121.016457,24 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,70 ft,Rolling,Urban,Three Beam Barrier,"Base & Surface >= 7"" Thick"
319163,50,WB,3,6,34.802,1,HOV,3.5,38.659002,-120.980391,24 ft,12.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,70 ft,Rolling,Urban,No Barriers,"Base & Surface >= 7"" Thick"
315879,51,NB,3,.104,0.104,1,HOV,2.6,38.560187,-121.472685,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
315861,51,SB,3,.104,0.104,1,HOV,0.65,38.560257,-121.472941,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
315860,51,SB,3,1.19,1.19,1,HOV,3.04,38.575167,-121.466517,48 ft,12.0 ft,8 ft,8 ft,8 ft,8 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
316064,80,EB,3,M9.489,93.394,1,HOV,3.01,38.640501,-121.397843,60 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,No Barriers,Concrete
315862,80,EB,3,R10.78,94.405,1,HOV,0.76,38.645368,-121.380551,72 ft,12.0 ft,5 ft,5 ft,11 ft,8 ft,70 mph,60 ft,Flat,Urbanized,No Barriers,Concrete
316388,80,EB,3,R11.281,94.906,1,HOV,0.49,38.649086,-121.372848,72 ft,12.0 ft,8 ft,8 ft,13 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Guardrail in Median Both Roadway,Concrete
315863,80,EB,3,11.892,95.392,1,HOV,0.51,38.654449,-121.366977,72 ft,12.0 ft,8 ft,8 ft,13 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier w/Glare Screen,Concrete
317168,80,EB,3,12.422,95.922,1,HOV,0.36,38.660308,-121.36059,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier w/Glare Screen,Concrete
317171,80,EB,3,12.608,96.108,1,HOV,0.29,38.662337,-121.358345,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315864,80,EB,3,13,96.5,1,HOV,0.55,38.666687,-121.353756,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315865,80,EB,3,13.7,97.2,1,HOV,0.71,38.674358,-121.345413,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,54 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315866,80,EB,3,14.41,97.91,1,HOV,0.45,38.682166,-121.336991,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315867,80,EB,3,14.599,98.099,1,HOV,0.25,38.684216,-121.334706,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315868,80,EB,3,14.9,98.4,1,HOV,0.4,38.687489,-121.331079,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315869,80,EB,3,15.4,98.9,1,HOV,0.5,38.692953,-121.325094,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315870,80,EB,3,15.9,99.4,1,HOV,0.55,38.698433,-121.319133,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315871,80,EB,3,16.5,100,1,HOV,0.4,38.705005,-121.311973,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,70 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315876,80,EB,3,16.7,100.2,1,HOV,0.35,38.707199,-121.30959,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,70 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315877,80,EB,3,17.2,100.7,1,HOV,0.5,38.712665,-121.303606,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,70 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315878,80,EB,3,17.7,101.2,1,HOV,0.65,38.718133,-121.297626,48 ft,12.0 ft,8 ft,8 ft,12 ft,12 ft,70 mph,60 ft,Flat,Urbanized,Three Beam Barrier,Concrete
319350,80,EB,3,.253,101.753,1,HOV,0.19,38.724438,-121.290556,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
319355,80,EB,3,.316,101.816,1,HOV,0.21,38.725177,-121.289756,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318619,80,EB,3,.671,102.171,1,HOV,0.48,38.72909,-121.285463,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318926,80,EB,3,1.279,102.779,1,HOV,0.59,38.735774,-121.278088,36 ft,12.0 ft,20 ft,20 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Concrete Barrier,Concrete
318665,80,EB,3,1.855,103.355,1,HOV,0.42,38.742441,-121.271691,36 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
318649,80,EB,3,2.117,103.617,1,HOV,0.34,38.745827,-121.269472,36 ft,12.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
318941,80,EB,3,2.538,104.038,1,HOV,0.43,38.751276,-121.265928,36 ft,12.0 ft,5 ft,5 ft,8 ft,8 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
318800,80,EB,3,2.974,104.474,1,HOV,0.32,38.756912,-121.262242,48 ft,12.0 ft,8 ft,8 ft,9 ft,9 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
318832,80,EB,3,3.17,104.67,1,HOV,0.19,38.759443,-121.260582,48 ft,12.0 ft,8 ft,8 ft,9 ft,9 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
318775,80,EB,3,3.356,104.856,1,HOV,1.07,38.761843,-121.258997,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
319386,80,EB,3,5.3,106.8,1,HOV,3.47,38.780258,-121.232291,36 ft,12.0 ft,10 ft,10 ft,10 ft,10 ft,70 mph,18 ft,Rolling,Urbanized,Concrete Barrier w/Glare Screen,"Base & Surface >= 7"" Thick"
317064,80,WB,3,M9.2,93.105,1,HOV,3.05,38.638915,-121.402197,36 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,54 ft,Flat,Urbanized,No Barriers,Concrete
315880,80,WB,3,M10.3,94.205,1,HOV,1.1,38.645422,-121.3844,60 ft,12.0 ft,5 ft,5 ft,10 ft,10 ft,70 mph,99 ft,Flat,Urbanized,No Barriers,Concrete
315881,80,WB,3,11.8,95.3,1,HOV,0.82,38.65368,-121.368403,72 ft,12.0 ft,8 ft,8 ft,13 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier w/Glare Screen,Concrete
315882,80,WB,3,12.35,95.85,1,HOV,0.35,38.659699,-121.361733,72 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Metal Beam Barrier w/Glare Screen,Concrete
315883,80,WB,3,12.5,96,1,HOV,0.33,38.661338,-121.359911,60 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315884,80,WB,3,13,96.5,1,HOV,0.6,38.666974,-121.3541,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,36 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315885,80,WB,3,13.7,97.2,1,HOV,0.65,38.674709,-121.345726,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315886,80,WB,3,14.307,97.807,1,HOV,0.4,38.681378,-121.338403,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315887,80,WB,3,14.501,98.001,1,HOV,0.3,38.68351,-121.336064,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315888,80,WB,3,14.9,98.4,1,HOV,0.45,38.687909,-121.331274,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315889,80,WB,3,15.4,98.9,1,HOV,0.55,38.6934,-121.325241,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315890,80,WB,3,16,99.5,1,HOV,0.55,38.699998,-121.318012,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,82 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315891,80,WB,3,16.5,100,1,HOV,0.35,38.705474,-121.311953,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,70 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315892,80,WB,3,16.7,100.2,1,HOV,0.35,38.707666,-121.309534,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,70 ft,Flat,Urbanized,Three Beam Barrier,Concrete
315893,80,WB,3,17.2,100.7,1,HOV,0.5,38.713156,-121.303518,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,70 ft,Flat,Urbanized,Three Beam Barrier,Concrete
318437,80,WB,3,17.7,101.2,1,HOV,0.65,38.718633,-121.297486,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,60 ft,Flat,Urbanized,Three Beam Barrier,Concrete
319339,80,WB,3,.2,101.7,1,HOV,0.2,38.72404,-121.291349,48 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
319365,80,WB,3,.4,101.9,1,HOV,0.24,38.726237,-121.288936,36 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318611,80,WB,3,.671,102.171,1,HOV,0.44,38.729204,-121.285639,36 ft,12.0 ft,8 ft,8 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Metal Beam Barrier,Concrete
318933,80,WB,3,1.283,102.783,1,HOV,0.59,38.735947,-121.27826,36 ft,12.0 ft,20 ft,20 ft,10 ft,10 ft,70 mph,42 ft,Flat,Urbanized,Concrete Barrier,Concrete
