FID,X1,Y1,X2,Y2,Ind,coordinate,edgeInd,Route,Direction,HwyId,distance,joinCount,joinCoun_1,joinCoun_2,joinCoun_3,joinCoun_4,joinCoun_0,center_X,center_Y
"1,762","-181,802.167825999990000","-50,359.203132000002000","-181,697.040374000000000","-50,263.680983999999000","1,762.000000000000000","[[-181802.167826, -50359.203132, 0, 0], [-181731.8","1,760.000000000000000",84.000000000000000,W,92.000000000000000,142.045031260000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-181,749.430922000000000","-50,311.631956600002000"
"1,763","-182,542.770121000010000","-51,031.066862000000000","-182,171.991669999990000","-50,695.696065999997000","1,763.000000000000000","[[-182542.770121, -51031.066862, 0, 0], [-182484.3","1,759.000000000000000",84.000000000000000,W,92.000000000000000,499.999999829999980,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-182,356.930740999990000","-50,863.908259700002000"
"1,764","-181,697.040374000000000","-50,263.680983999999000","-181,329.431960999990000","-49,924.764985000002000","1,764.000000000000000","[[-181697.040374, -50263.680984, 0, 0], [-181329.4","1,761.000000000000000",84.000000000000000,W,93.000000000000000,499.999999689999980,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-181,513.236168000000000","-50,094.222984499997000"
"1,765","-181,329.431960999990000","-49,924.764985000002000","-181,009.759074000000000","-49,643.802283999998000","1,765.000000000000000","[[-181329.431961, -49924.764985, 0, 0], [-181205.4","1,762.000000000000000",84.000000000000000,W,93.000000000000000,425.713923470000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-181,172.307074999990000","-49,781.180521399998000"
"1,766","-189,824.326374000000000","-42,163.183583999999000","-189,594.891173999990000","-42,088.722284000003000","1,766.000000000000000","[[-189824.326374, -42163.183584, 0, 0], [-189808.2","1,763.000000000000000",92.000000000000000,W,94.000000000000000,241.801025610000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-189,711.612713999990000","-42,119.762758800003000"
"1,767","-189,594.891173999990000","-42,088.722284000003000","-189,124.219541000000000","-41,923.094389999998000","1,767.000000000000000","[[-189594.891174, -42088.722284, 0, 0], [-189588.0","1,764.000000000000000",92.000000000000000,W,95.000000000000000,500.000000430000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0,"-189,356.663376000010000","-42,015.033072400001000"
"1,768","-189,124.219541000000000","-41,923.094389999998000","-188,659.622194000000000","-41,738.318682999998000","1,768.000000000000000","[[-189124.219541, -41923.09439, 0, 0], [-189066.97","1,765.000000000000000",92.000000000000000,W,95.000000000000000,499.999999329999980,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-188,891.915163000000000","-41,830.713491800001000"
"1,769","-188,659.622194000000000","-41,738.318682999998000","-188,529.158774000010000","-41,686.592384000003000","1,769.000000000000000","[[-188659.622194, -41738.318683, 0, 0], [-188653.9","1,766.000000000000000",92.000000000000000,W,95.000000000000000,140.359741890000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-188,594.701659000010000","-41,711.671926700001000"
"1,770","-150,439.381074000000000","-32,097.969784000001000","-150,883.491557000000000","-32,327.600274000000000","1,770.000000000000000","[[-150439.381074, -32097.969784, 0, 0], [-150469.5","1,767.000000000000000",580.000000000000000,W,96.000000000000000,499.999999440000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-150,660.901877000000000","-32,213.831873899999000"
"1,771","-150,883.491557000000000","-32,327.600274000000000","-151,329.501036000000000","-32,553.477500000001000","1,771.000000000000000","[[-150883.491557, -32327.600274, 0, 0], [-150920.6","1,771.000000000000000",580.000000000000000,W,96.000000000000000,500.000000469999970,3.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1,"-151,107.505378000000000","-32,438.520789800001000"
"1,772","-152,219.298622000000000","-33,009.809097999998000","-152,491.185074000010000","-33,149.077484000001000","1,772.000000000000000","[[-152219.298622, -33009.809098, 0, 0], [-152233.8","1,768.000000000000000",580.000000000000000,W,96.000000000000000,305.489294750000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-152,354.872387999990000","-33,080.168739599998000"
